Model,Gender_Match_%,Age_Exact_Match_%,Age_Combined_Match_%,Avg_Revenue
20251105_final,79.42122186495176,20.90032154340836,51.446945337620576,58.01087345426587
20251105_vit_final,79.42122186495176,16.39871382636656,58.520900321543415,58.01087345426587
20251107_final,95.83333333333334,17.447916666666664,51.822916666666664,57.070201338358245
20251107_vit_final,95.83333333333334,17.1875,63.541666666666664,57.070201338358245
