image_name,cluster_id,AccoID,AccoDocNo,AccoDate,timestamp,AccoAmount,Quantity,Discount,UnitPrice,StockCateDesc,StockName,StockDesciption,predicted_gender,confidence,predicted_age,age_confidence
cluster_112_AccoID_1169186_20251105_120615.png,112,1169186,224633/118,2025-11-05 12:06:00,2025-11-05 12:06:15,-218.0,1.0,0.0,119.0,Light lunches,BURGER,bunless crumbed chicken,Male,0.797,56–65,0.436
cluster_112_AccoID_1169186_20251105_120615.png,112,1169186,224633/118,2025-11-05 12:06:00,2025-11-05 12:06:15,-218.0,1.0,0.0,99.0,Light lunches,CURRY MINCE,none,Male,0.797,56–65,0.436
cluster_113_AccoID_1169160_20251105_120220.png,113,1169160,224628/112,2025-11-05 12:03:00,2025-11-05 12:02:20,-287.0,1.0,0.0,109.0,Light lunches,QUICHES,spinach & feta,Male,0.928,11–20,0.681
cluster_113_AccoID_1169160_20251105_120220.png,113,1169160,224628/112,2025-11-05 12:03:00,2025-11-05 12:02:20,-287.0,1.0,0.0,29.0,Beverages Coffee,COFFEE,americano,Male,0.928,11–20,0.681
cluster_113_AccoID_1169160_20251105_120220.png,113,1169160,224628/112,2025-11-05 12:03:00,2025-11-05 12:02:20,-287.0,1.0,0.0,89.0,Breakfast,BREAKFAST,hadeda,Male,0.928,11–20,0.681
cluster_113_AccoID_1169160_20251105_120220.png,113,1169160,224628/112,2025-11-05 12:03:00,2025-11-05 12:02:20,-287.0,1.0,0.0,60.0,Wines,SPIER MERLOT,none,Male,0.928,11–20,0.681
cluster_114_AccoID_1169119_20251105_114333.png,114,1169119,224621/104,2025-11-05 11:44:00,2025-11-05 11:43:33,-118.0,2.0,0.0,59.0,Cakes,LEMON MERINGUE,none,Female,0.994,21–30,0.62
cluster_116_AccoID_1168576_20251105_091321.png,116,1168576,224536/21,2025-11-05 09:14:00,2025-11-05 09:13:21,-65.0,1.0,0.0,29.0,Beverages Coffee,COFFEE,americano,Female,0.881,41–55,0.372
cluster_116_AccoID_1168576_20251105_091321.png,116,1168576,224536/21,2025-11-05 09:14:00,2025-11-05 09:13:21,-65.0,1.0,0.0,36.0,Beverages Tea,RED CAPPUCCINO,none,Female,0.881,41–55,0.372
cluster_117_AccoID_1168992_20251105_110916.png,117,1168992,224600/85,2025-11-05 11:09:00,2025-11-05 11:09:16,-96.0,1.0,0.0,20.0,Beverages Cold,WATER,thirsty mineral still,Male,0.862,31–40,0.434
cluster_117_AccoID_1168992_20251105_110916.png,117,1168992,224600/85,2025-11-05 11:09:00,2025-11-05 11:09:16,-96.0,2.0,0.0,10.0,Extra,EXTRA,almond milk,Male,0.862,31–40,0.434
cluster_117_AccoID_1168992_20251105_110916.png,117,1168992,224600/85,2025-11-05 11:09:00,2025-11-05 11:09:16,-96.0,1.0,0.0,20.0,Beverages Coffee,COFFEE,americano black ,Male,0.862,31–40,0.434
cluster_117_AccoID_1168992_20251105_110916.png,117,1168992,224600/85,2025-11-05 11:09:00,2025-11-05 11:09:16,-96.0,1.0,0.0,36.0,Beverages Tea,RED CAPPUCCINO,none,Male,0.862,31–40,0.434
