AccoID,AccoDate,AccoDocNo,AccoTypeId,AccoAmount,AccoDebit,AccoCredit,VatRateId,VatAmount,SessionID,AuditNo,AuditSubNo,WeekNo,Total,AccoDateStamp,Quantity,Discount,UnitPrice,StockCateDesc,StockName,StockSizeDesc,StockDesciption
1170801,2025-11-07 08:43:00,224873,7,-151.0,151.0,0.0,0,0.0,19366,251173,0,45,True,2025-11-07 08:43:21.710,1.0,0.0,25.0,Beverages Coffee,COFFEE,cup,nescafe classic
1170801,2025-11-07 08:43:00,224873,7,-151.0,151.0,0.0,0,0.0,19366,251173,0,45,True,2025-11-07 08:43:21.710,2.0,0.0,20.0,Beverages Coffee,COFFEE,mug,americano black 
1170804,2025-11-07 08:50:00,224874/5,7,-99.0,99.0,0.0,0,0.0,19366,251174,439318,45,True,2025-11-07 08:49:41.403,1.0,0.0,20.0,Beverages Coffee,COFFEE,mug,americano black 
1170804,2025-11-07 08:50:00,224874/5,7,-99.0,99.0,0.0,0,0.0,19366,251174,439318,45,True,2025-11-07 08:49:41.403,1.0,0.0,79.0,Breakfast,BREAKFAST,None,loerie
1170811,2025-11-07 08:51:00,224875/6,7,-79.0,79.0,0.0,0,0.0,19366,251176,439320,45,True,2025-11-07 08:51:24.177,1.0,0.0,79.0,Cakes Cheese,CHEESE CAKE,Slice,caramel & banana
1170816,2025-11-07 08:55:00,224876/1,7,-68.0,68.0,0.0,0,0.0,19366,251177,439322,45,True,2025-11-07 08:55:20.087,1.0,0.0,29.0,Mineral cooldrinks,SPRITE ZERO,340ml,can
1170816,2025-11-07 08:55:00,224876/1,7,-68.0,68.0,0.0,0,0.0,19366,251177,439322,45,True,2025-11-07 08:55:20.087,1.0,0.0,39.0,Cakes,LEMON DRIZZLE,None,none
1170821,2025-11-07 08:59:00,224877/7,7,-74.0,74.0,0.0,0,0.0,19366,251178,439324,45,True,2025-11-07 08:59:25.383,1.0,0.0,49.0,Cakes Scones Muffins,SCONE,lrg,cream jam
1170821,2025-11-07 08:59:00,224877/7,7,-74.0,74.0,0.0,0,0.0,19366,251178,439324,45,True,2025-11-07 08:59:25.383,1.0,0.0,25.0,Beverages Coffee,COFFEE,cup,americano
1170828,2025-11-07 09:03:00,224878/8,7,-277.0,277.0,0.0,0,0.0,19366,251180,439326,45,True,2025-11-07 09:02:48.280,1.0,0.0,43.0,Beverages Coffee,COFFEE,large,cappuccino decaf
1170828,2025-11-07 09:03:00,224878/8,7,-277.0,277.0,0.0,0,0.0,19366,251180,439326,45,True,2025-11-07 09:02:48.280,3.0,0.0,29.0,Beverages Coffee,COFFEE,regular,cappuccino
1170828,2025-11-07 09:03:00,224878/8,7,-277.0,277.0,0.0,0,0.0,19366,251180,439326,45,True,2025-11-07 09:02:48.280,2.0,0.0,59.0,Breakfast,BREAKFAST,None,café breakfast
1170828,2025-11-07 09:03:00,224878/8,7,-277.0,277.0,0.0,0,0.0,19366,251180,439326,45,True,2025-11-07 09:02:48.280,1.0,0.0,29.0,Breakfast,BREAKFAST,None,poached
1170835,2025-11-07 09:07:00,224879/9,7,-385.0,385.0,0.0,0,0.0,19366,251182,439328,45,True,2025-11-07 09:07:05.477,1.0,0.0,29.0,Extra,EXTRA,80g,wors breakfast 
1170835,2025-11-07 09:07:00,224879/9,7,-385.0,385.0,0.0,0,0.0,19366,251182,439328,45,True,2025-11-07 09:07:05.477,2.0,0.0,89.0,Breakfast,BREAKFAST,None,hadeda
1170835,2025-11-07 09:07:00,224879/9,7,-385.0,385.0,0.0,0,0.0,19366,251182,439328,45,True,2025-11-07 09:07:05.477,2.0,0.0,89.0,Cakes Cheese,CHEESE CAKE,None,cookies cream
1170842,2025-11-07 09:10:00,224880/13,7,-49.0,49.0,0.0,0,0.0,19369,251184,439330,45,True,2025-11-07 09:10:06.120,1.0,0.0,49.0,Cakes Scones Muffins,SCONE,lrg,cream jam
1170847,2025-11-07 09:10:00,224881/12,7,-134.01,134.01,0.0,0,0.0,19366,251185,439332,45,True,2025-11-07 09:10:07.910,1.0,0.0,49.0,Cakes Scones Muffins,SCONE,lrg,cheese jam
1170847,2025-11-07 09:10:00,224881/12,7,-134.01,134.01,0.0,0,0.0,19366,251185,439332,45,True,2025-11-07 09:10:07.910,1.0,0.0,49.0,Cakes Scones Muffins,SCONE,lrg,cream jam
1170847,2025-11-07 09:10:00,224881/12,7,-134.01,134.01,0.0,0,0.0,19366,251185,439332,45,True,2025-11-07 09:10:07.910,1.0,0.0,0.01,Specials,SPECIAL,None,cappuccino regular
1170847,2025-11-07 09:10:00,224881/12,7,-134.01,134.01,0.0,0,0.0,19366,251185,439332,45,True,2025-11-07 09:10:07.910,1.0,0.0,36.0,Beverages Coffee,COFFEE,None,latte
1170854,2025-11-07 09:17:00,224882/14,7,-460.0,460.0,0.0,0,0.0,19369,251187,439334,45,True,2025-11-07 09:16:58.097,1.0,0.0,29.0,Extra,EXTRA,80g,wors breakfast 
1170854,2025-11-07 09:17:00,224882/14,7,-460.0,460.0,0.0,0,0.0,19369,251187,439334,45,True,2025-11-07 09:16:58.097,1.0,0.0,39.0,Beverages Coffee,COFFEE,large,plaas koffee
1170854,2025-11-07 09:17:00,224882/14,7,-460.0,460.0,0.0,0,0.0,19369,251187,439334,45,True,2025-11-07 09:16:58.097,1.0,0.0,20.0,Beverages Coffee,COFFEE,mug,americano black 
1170854,2025-11-07 09:17:00,224882/14,7,-460.0,460.0,0.0,0,0.0,19369,251187,439334,45,True,2025-11-07 09:16:58.097,1.0,0.0,29.0,Beverages Coffee,COFFEE,regular,cappuccino
1170854,2025-11-07 09:17:00,224882/14,7,-460.0,460.0,0.0,0,0.0,19369,251187,439334,45,True,2025-11-07 09:16:58.097,1.0,0.0,59.0,Breakfast,BREAKFAST,None,lite
1170854,2025-11-07 09:17:00,224882/14,7,-460.0,460.0,0.0,0,0.0,19369,251187,439334,45,True,2025-11-07 09:16:58.097,2.0,0.0,53.0,Breakfast,BREAKFAST,None,pbb peanut butter 
1170854,2025-11-07 09:17:00,224882/14,7,-460.0,460.0,0.0,0,0.0,19369,251187,439334,45,True,2025-11-07 09:16:58.097,2.0,0.0,89.0,Breakfast,BREAKFAST,None,hadeda
1170861,2025-11-07 09:17:00,224883/16,7,-40.0,40.0,0.0,0,0.0,19369,251189,439336,45,True,2025-11-07 09:17:19.113,1.0,0.0,20.0,Beverages Cold,WATER,500ml,sparkling
1170861,2025-11-07 09:17:00,224883/16,7,-40.0,40.0,0.0,0,0.0,19369,251189,439336,45,True,2025-11-07 09:17:19.113,1.0,0.0,20.0,Beverages Cold,WATER,500ml,thirsty mineral still
1170866,2025-11-07 09:17:00,224884/10,7,-441.01,441.01,0.0,0,0.0,19369,251190,439338,45,True,2025-11-07 09:17:36.203,1.0,0.0,8.0,Extra,EXTRA,None,egg breakfast
1170866,2025-11-07 09:17:00,224884/10,7,-441.01,441.01,0.0,0,0.0,19369,251190,439338,45,True,2025-11-07 09:17:36.203,1.0,0.0,0.01,Extra,EXTRA,None,water ice lemon
1170866,2025-11-07 09:17:00,224884/10,7,-441.01,441.01,0.0,0,0.0,19369,251190,439338,45,True,2025-11-07 09:17:36.203,1.0,0.0,39.0,Extra,EXTRA,Each,salad
1170866,2025-11-07 09:17:00,224884/10,7,-441.01,441.01,0.0,0,0.0,19369,251190,439338,45,True,2025-11-07 09:17:36.203,3.0,0.0,36.0,Beverages Coffee,COFFEE,large,cappuccino
1170866,2025-11-07 09:17:00,224884/10,7,-441.01,441.01,0.0,0,0.0,19369,251190,439338,45,True,2025-11-07 09:17:36.203,1.0,0.0,46.0,Beverages Coffee,COFFEE,large,cappuccino almond milk
1170866,2025-11-07 09:17:00,224884/10,7,-441.01,441.01,0.0,0,0.0,19369,251190,439338,45,True,2025-11-07 09:17:36.203,2.0,0.0,69.0,Breakfast,BREAKFAST,None,sunbird
1170866,2025-11-07 09:17:00,224884/10,7,-441.01,441.01,0.0,0,0.0,19369,251190,439338,45,True,2025-11-07 09:17:36.203,1.0,0.0,59.0,Breakfast,BREAKFAST,single,avo and toast
1170866,2025-11-07 09:17:00,224884/10,7,-441.01,441.01,0.0,0,0.0,19369,251190,439338,45,True,2025-11-07 09:17:36.203,1.0,0.0,43.0,Toasted sandwiches,TOASTED SANDWICH,None,cheese and tomotoe
1170873,2025-11-07 09:18:00,224885/17,7,-278.0,278.0,0.0,0,0.0,19369,251192,439340,45,True,2025-11-07 09:18:03.093,1.0,0.0,29.0,Beverages Coffee,COFFEE,mug,americano
1170873,2025-11-07 09:18:00,224885/17,7,-278.0,278.0,0.0,0,0.0,19369,251192,439340,45,True,2025-11-07 09:18:03.093,1.0,0.0,29.0,Beverages Coffee,COFFEE,regular,cappuccino
1170873,2025-11-07 09:18:00,224885/17,7,-278.0,278.0,0.0,0,0.0,19369,251192,439340,45,True,2025-11-07 09:18:03.093,1.0,0.0,49.0,Cakes Scones Muffins,MUFFIN BRAN,None,cheese and  jam 
1170873,2025-11-07 09:18:00,224885/17,7,-278.0,278.0,0.0,0,0.0,19369,251192,439340,45,True,2025-11-07 09:18:03.093,1.0,0.0,43.0,Beverages Cold,STERI PINK FLOAT,               ,none
1170873,2025-11-07 09:18:00,224885/17,7,-278.0,278.0,0.0,0,0.0,19369,251192,439340,45,True,2025-11-07 09:18:03.093,1.0,0.0,59.0,Toasted sandwiches,TOASTED SANDWICH,None,cheese and ham
1170873,2025-11-07 09:18:00,224885/17,7,-278.0,278.0,0.0,0,0.0,19369,251192,439340,45,True,2025-11-07 09:18:03.093,1.0,0.0,69.0,Cakes Scones Muffins,MUFFIN MIELIE,None,meal 
1170880,2025-11-07 09:18:00,224886/15,7,-331.0,331.0,0.0,0,0.0,19366,251194,439342,45,True,2025-11-07 09:18:22.430,4.0,0.0,7.0,Beverages Coffee,COFFEE,None,extra shot
1170880,2025-11-07 09:18:00,224886/15,7,-331.0,331.0,0.0,0,0.0,19366,251194,439342,45,True,2025-11-07 09:18:22.430,1.0,0.0,36.0,Beverages Coffee,COFFEE,large,cappuccino
1170880,2025-11-07 09:18:00,224886/15,7,-331.0,331.0,0.0,0,0.0,19366,251194,439342,45,True,2025-11-07 09:18:22.430,1.0,0.0,39.0,Beverages Coffee,COFFEE,large,plaas koffee
1170880,2025-11-07 09:18:00,224886/15,7,-331.0,331.0,0.0,0,0.0,19366,251194,439342,45,True,2025-11-07 09:18:22.430,1.0,0.0,89.0,Tramezinni's,TRAMEZZINI,None,breakfast café
1170880,2025-11-07 09:18:00,224886/15,7,-331.0,331.0,0.0,0,0.0,19366,251194,439342,45,True,2025-11-07 09:18:22.430,1.0,0.0,139.0,Tramezinni's,TRAMEZZINI,small,"chicken, mayo, bacon, feta  "
1170887,2025-11-07 09:19:00,224887/18,7,-182.0,182.0,0.0,0,0.0,19366,251196,439344,45,True,2025-11-07 09:18:43.753,1.0,0.0,36.0,Beverages Coffee,COFFEE,None,latte
1170887,2025-11-07 09:19:00,224887/18,7,-182.0,182.0,0.0,0,0.0,19366,251196,439344,45,True,2025-11-07 09:18:43.753,1.0,0.0,63.0,Breakfast,BREAKFAST,None,granola
1170887,2025-11-07 09:19:00,224887/18,7,-182.0,182.0,0.0,0,0.0,19366,251196,439344,45,True,2025-11-07 09:18:43.753,1.0,0.0,83.0,Breakfast,BREAKFAST,None,avo bacon egg toast
1170894,2025-11-07 09:21:00,224888/21,7,-171.0,171.0,0.0,0,0.0,19369,251198,439346,45,True,2025-11-07 09:20:41.640,1.0,0.0,59.0,Cakes Scones Muffins,SCONE,lrg,cheese jam and cream
1170894,2025-11-07 09:21:00,224888/21,7,-171.0,171.0,0.0,0,0.0,19369,251198,439346,45,True,2025-11-07 09:20:41.640,1.0,0.0,29.0,Extra,EXTRA,80g,wors breakfast 
1170894,2025-11-07 09:21:00,224888/21,7,-171.0,171.0,0.0,0,0.0,19369,251198,439346,45,True,2025-11-07 09:20:41.640,1.0,0.0,24.0,Beverages Tea,TEA,None,tea five roses
1170894,2025-11-07 09:21:00,224888/21,7,-171.0,171.0,0.0,0,0.0,19369,251198,439346,45,True,2025-11-07 09:20:41.640,1.0,0.0,59.0,Cakes,APPLE GALETTE PIE,None,none
1170901,2025-11-07 09:21:00,224889/20,7,-71.2,71.2,0.0,0,0.0,19366,251200,439348,45,True,2025-11-07 09:21:05.260,1.0,0.20000000298023224,89.0,Salads,SALAD,None,café slaw
1170906,2025-11-07 09:21:00,224890,7,-59.0,59.0,0.0,0,0.0,19366,251201,0,45,True,2025-11-07 09:21:18.420,1.0,0.0,20.0,Beverages Coffee,COFFEE,cup,americano black 
1170906,2025-11-07 09:21:00,224890,7,-59.0,59.0,0.0,0,0.0,19366,251201,0,45,True,2025-11-07 09:21:18.420,1.0,0.0,39.0,Beverages Hot,CHAI LATTE,None,none
1170909,2025-11-07 09:22:00,224891/22,7,-0.02,0.02,0.0,0,0.0,19369,251202,439350,45,True,2025-11-07 09:22:09.363,2.0,0.0,0.01,Specials,SPECIAL,None,coffee 
1170913,2025-11-07 09:25:00,224892/24,7,-48.0,48.0,0.0,0,0.0,19366,251203,439352,45,True,2025-11-07 09:24:41.480,2.0,0.0,24.0,Beverages Tea,TEA,None,tea five roses
1170918,2025-11-07 09:26:00,224893/19,7,-136.0,136.0,0.0,0,0.0,19369,251204,439354,45,True,2025-11-07 09:25:44.853,2.0,0.0,29.0,Beverages Coffee,COFFEE,mug,americano
1170918,2025-11-07 09:26:00,224893/19,7,-136.0,136.0,0.0,0,0.0,19369,251204,439354,45,True,2025-11-07 09:25:44.853,2.0,0.0,39.0,Breakfast,BREAKFAST,None,scrambled on toast
1170925,2025-11-07 09:26:00,224894/23,7,-309.0,309.0,0.0,0,0.0,19369,251206,439356,45,True,2025-11-07 09:26:19.017,1.0,0.0,30.0,Extra,EXTRA,None,avo hot
1170925,2025-11-07 09:26:00,224894/23,7,-309.0,309.0,0.0,0,0.0,19369,251206,439356,45,True,2025-11-07 09:26:19.017,1.0,0.0,39.0,Beverages Coffee,COFFEE,None,mocha
1170925,2025-11-07 09:26:00,224894/23,7,-309.0,309.0,0.0,0,0.0,19369,251206,439356,45,True,2025-11-07 09:26:19.017,1.0,0.0,29.0,Beverages Coffee,COFFEE,regular,cappuccino
1170925,2025-11-07 09:26:00,224894/23,7,-309.0,309.0,0.0,0,0.0,19369,251206,439356,45,True,2025-11-07 09:26:19.017,1.0,0.0,109.0,Light lunches,PASTA,None,chicken brocolli
1170925,2025-11-07 09:26:00,224894/23,7,-309.0,309.0,0.0,0,0.0,19369,251206,439356,45,True,2025-11-07 09:26:19.017,1.0,0.0,69.0,Cakes,TURKISH DELIGHT,None,none
1170925,2025-11-07 09:26:00,224894/23,7,-309.0,309.0,0.0,0,0.0,19369,251206,439356,45,True,2025-11-07 09:26:19.017,1.0,0.0,33.0,Beverages Cold,STERISTUMPIES,350ml,chocolate
1170932,2025-11-07 09:27:00,224895/25,7,-117.8,117.8,0.0,0,0.0,19366,251208,439358,45,True,2025-11-07 09:27:33.577,2.0,0.0,8.0,Extra,EXTRA,None,egg breakfast
1170932,2025-11-07 09:27:00,224895/25,7,-117.8,117.8,0.0,0,0.0,19366,251208,439358,45,True,2025-11-07 09:27:33.577,1.0,0.0,29.0,Extra,EXTRA,80g,wors breakfast 
1170932,2025-11-07 09:27:00,224895/25,7,-117.8,117.8,0.0,0,0.0,19366,251208,439358,45,True,2025-11-07 09:27:33.577,1.0,0.20000000298023224,32.0,Beverages Coffee,COFFEE,mug,americano decaf
1170932,2025-11-07 09:27:00,224895/25,7,-117.8,117.8,0.0,0,0.0,19366,251208,439358,45,True,2025-11-07 09:27:33.577,1.0,0.20000000298023224,59.0,Breakfast,BREAKFAST,None,café breakfast
1170937,2025-11-07 09:28:00,224896/26,7,-83.0,83.0,0.0,0,0.0,19369,251209,439360,45,True,2025-11-07 09:27:38.410,1.0,0.0,24.0,Beverages Tea,TEA,None,rooibos
1170937,2025-11-07 09:28:00,224896/26,7,-83.0,83.0,0.0,0,0.0,19369,251209,439360,45,True,2025-11-07 09:27:38.410,1.0,0.0,59.0,Cakes Scones Muffins,MUFFIN SPINACH FETA,None,meal 
1170942,2025-11-07 09:28:00,224897/27,7,-53.0,53.0,0.0,0,0.0,19366,251210,439362,45,True,2025-11-07 09:28:14.060,1.0,0.0,24.0,Beverages Tea,TEA,None,tea five roses
1170942,2025-11-07 09:28:00,224897/27,7,-53.0,53.0,0.0,0,0.0,19366,251210,439362,45,True,2025-11-07 09:28:14.060,1.0,0.0,29.0,Deli-biscuits,FRIDGE FUDGE,None,none
1170947,2025-11-07 09:30:00,224898/28,7,-144.0,144.0,0.0,0,0.0,19369,251211,439364,45,True,2025-11-07 09:30:14.433,4.0,0.0,36.0,Beverages Coffee,COFFEE,large,cappuccino
1170952,2025-11-07 09:36:00,224899/29,7,-186.0,186.0,0.0,0,0.0,19366,251212,439366,45,True,2025-11-07 09:36:03.280,1.0,0.0,8.0,Extra,EXTRA,None,egg breakfast
1170952,2025-11-07 09:36:00,224899/29,7,-186.0,186.0,0.0,0,0.0,19366,251212,439366,45,True,2025-11-07 09:36:03.280,1.0,0.0,24.0,Beverages Tea,TEA,None,rooibos
1170952,2025-11-07 09:36:00,224899/29,7,-186.0,186.0,0.0,0,0.0,19366,251212,439366,45,True,2025-11-07 09:36:03.280,1.0,0.0,36.0,Beverages Coffee,COFFEE,large,cappuccino
1170952,2025-11-07 09:36:00,224899/29,7,-186.0,186.0,0.0,0,0.0,19366,251212,439366,45,True,2025-11-07 09:36:03.280,1.0,0.0,59.0,Breakfast,BREAKFAST,None,lite
1170952,2025-11-07 09:36:00,224899/29,7,-186.0,186.0,0.0,0,0.0,19366,251212,439366,45,True,2025-11-07 09:36:03.280,1.0,0.0,59.0,Breakfast,BREAKFAST,single,avo and toast
1170959,2025-11-07 09:37:00,224900/30,7,-153.0,153.0,0.0,0,0.0,19366,251214,439368,45,True,2025-11-07 09:37:54.447,1.0,0.0,24.0,Beverages Tea,TEA,None,tea five roses
1170959,2025-11-07 09:37:00,224900/30,7,-153.0,153.0,0.0,0,0.0,19366,251214,439368,45,True,2025-11-07 09:37:54.447,1.0,0.0,129.0,Breakfast,BREAKFAST,None,burger
1170966,2025-11-07 09:47:00,224901/31,7,-104.0,104.0,0.0,0,0.0,19369,251216,439370,45,True,2025-11-07 09:47:23.397,2.0,0.0,36.0,Beverages Coffee,COFFEE,large,cappuccino
1170966,2025-11-07 09:47:00,224901/31,7,-104.0,104.0,0.0,0,0.0,19369,251216,439370,45,True,2025-11-07 09:47:23.397,2.0,0.0,16.0,Deli-biscuits,RUSKS,2  ,buttermilk
1170975,2025-11-07 09:48:00,224902/32,7,-371.0,371.0,0.0,0,0.0,19369,251219,439372,45,True,2025-11-07 09:48:31.430,2.0,0.0,10.0,Extra,EXTRA,250ml,milk glass
1170975,2025-11-07 09:48:00,224902/32,7,-371.0,371.0,0.0,0,0.0,19369,251219,439372,45,True,2025-11-07 09:48:31.430,1.0,0.0,36.0,Beverages Coffee,COFFEE,large,cappuccino
1170975,2025-11-07 09:48:00,224902/32,7,-371.0,371.0,0.0,0,0.0,19369,251219,439372,45,True,2025-11-07 09:48:31.430,1.0,0.0,29.0,Beverages Coffee,COFFEE,mug,americano
1170975,2025-11-07 09:48:00,224902/32,7,-371.0,371.0,0.0,0,0.0,19369,251219,439372,45,True,2025-11-07 09:48:31.430,1.0,0.0,20.0,Beverages Coffee,COFFEE,mug,americano black 
1170975,2025-11-07 09:48:00,224902/32,7,-371.0,371.0,0.0,0,0.0,19369,251219,439372,45,True,2025-11-07 09:48:31.430,1.0,0.0,69.0,Cakes,CHOCOLATE MOCHA CAKE,Slice,mocha choca
1170975,2025-11-07 09:48:00,224902/32,7,-371.0,371.0,0.0,0,0.0,19369,251219,439372,45,True,2025-11-07 09:48:31.430,1.0,0.0,59.0,Cakes Scones Muffins,MUFFIN BACON,None,meal 
1170975,2025-11-07 09:48:00,224902/32,7,-371.0,371.0,0.0,0,0.0,19369,251219,439372,45,True,2025-11-07 09:48:31.430,1.0,0.0,59.0,Cakes Scones Muffins,MUFFIN SPINACH FETA,None,meal 
1170975,2025-11-07 09:48:00,224902/32,7,-371.0,371.0,0.0,0,0.0,19369,251219,439372,45,True,2025-11-07 09:48:31.430,1.0,0.0,79.0,Cakes Cheese,CHEESE CAKE,None,granadilla white choc
1170982,2025-11-07 09:55:00,224903/33,7,-225.0,225.0,0.0,0,0.0,19366,251221,439374,45,True,2025-11-07 09:55:46.050,2.0,0.0,29.0,Beverages Coffee,COFFEE,regular,cappuccino
1170982,2025-11-07 09:55:00,224903/33,7,-225.0,225.0,0.0,0,0.0,19366,251221,439374,45,True,2025-11-07 09:55:46.050,1.0,0.0,39.0,Breakfast,BREAKFAST,None,scrambled on toast
1170982,2025-11-07 09:55:00,224903/33,7,-225.0,225.0,0.0,0,0.0,19366,251221,439374,45,True,2025-11-07 09:55:46.050,1.0,0.0,59.0,Breakfast,BREAKFAST,None,café breakfast
1170982,2025-11-07 09:55:00,224903/33,7,-225.0,225.0,0.0,0,0.0,19366,251221,439374,45,True,2025-11-07 09:55:46.050,1.0,0.0,69.0,Breakfast,BREAKFAST,None,sunbird
1170989,2025-11-07 09:56:00,224904/34,7,-192.0,192.0,0.0,0,0.0,19369,251223,439376,45,True,2025-11-07 09:56:24.967,1.0,0.0,20.0,Beverages Cold,WATER,500ml,sparkling
1170989,2025-11-07 09:56:00,224904/34,7,-192.0,192.0,0.0,0,0.0,19369,251223,439376,45,True,2025-11-07 09:56:24.967,1.0,0.0,24.0,Beverages Tea,TEA,None,tea five roses
1170989,2025-11-07 09:56:00,224904/34,7,-192.0,192.0,0.0,0,0.0,19369,251223,439376,45,True,2025-11-07 09:56:24.967,1.0,0.0,79.0,Breakfast,BREAKFAST,None,loerie
1170989,2025-11-07 09:56:00,224904/34,7,-192.0,192.0,0.0,0,0.0,19369,251223,439376,45,True,2025-11-07 09:56:24.967,1.0,0.0,69.0,Breakfast,BREAKFAST,None,sunbird
1170996,2025-11-07 10:01:00,224905,7,-72.0,72.0,0.0,0,0.0,19369,251225,0,45,True,2025-11-07 10:01:26.303,2.0,0.0,36.0,Beverages Coffee,COFFEE,large,cappuccino
1170999,2025-11-07 10:02:00,224906/35,7,-137.01,137.01,0.0,0,0.0,19366,251226,439378,45,True,2025-11-07 10:02:28.743,1.0,0.0,0.01,Specials,SPECIAL,None,coffee 
1170999,2025-11-07 10:02:00,224906/35,7,-137.01,137.01,0.0,0,0.0,19366,251226,439378,45,True,2025-11-07 10:02:28.743,1.0,0.0,69.0,Breakfast,BREAKFAST,None,wagtail
1170999,2025-11-07 10:02:00,224906/35,7,-137.01,137.01,0.0,0,0.0,19366,251226,439378,45,True,2025-11-07 10:02:28.743,1.0,0.0,39.0,Breakfast,BREAKFAST,None,scrambled on toast
1170999,2025-11-07 10:02:00,224906/35,7,-137.01,137.01,0.0,0,0.0,19366,251226,439378,45,True,2025-11-07 10:02:28.743,1.0,0.0,29.0,Mineral cooldrinks,STONEY GINGER BEEER,340ml,none
1171008,2025-11-07 10:05:00,224907/38,7,-147.0,147.0,0.0,0,0.0,19369,251229,439380,45,True,2025-11-07 10:05:39.810,2.0,0.0,39.0,Beverages Coffee,COFFEE,None,latte hazelnut
1171008,2025-11-07 10:05:00,224907/38,7,-147.0,147.0,0.0,0,0.0,19369,251229,439380,45,True,2025-11-07 10:05:39.810,1.0,0.0,69.0,Breakfast,BREAKFAST,None,sunbird
1171015,2025-11-07 10:08:00,224908/39,7,-227.0,227.0,0.0,0,0.0,19369,251231,439382,45,True,2025-11-07 10:07:48.713,1.0,0.0,59.0,Cakes,LEMON MERINGUE,Slice,none
1171015,2025-11-07 10:08:00,224908/39,7,-227.0,227.0,0.0,0,0.0,19369,251231,439382,45,True,2025-11-07 10:07:48.713,1.0,0.0,36.0,Beverages Coffee,COFFEE,large,cappuccino
1171015,2025-11-07 10:08:00,224908/39,7,-227.0,227.0,0.0,0,0.0,19369,251231,439382,45,True,2025-11-07 10:07:48.713,1.0,0.0,25.0,Beverages Coffee,COFFEE,cup,americano
1171015,2025-11-07 10:08:00,224908/39,7,-227.0,227.0,0.0,0,0.0,19369,251231,439382,45,True,2025-11-07 10:07:48.713,1.0,0.0,29.0,Beverages Coffee,COFFEE,regular,cappuccino
1171015,2025-11-07 10:08:00,224908/39,7,-227.0,227.0,0.0,0,0.0,19369,251231,439382,45,True,2025-11-07 10:07:48.713,2.0,0.0,39.0,Cakes,LEMON DRIZZLE,None,none
1171022,2025-11-07 10:08:00,224909/37,7,-117.0,117.0,0.0,0,0.0,19369,251233,439384,45,True,2025-11-07 10:08:03.560,2.0,0.0,29.0,Beverages Coffee,COFFEE,regular,cappuccino
1171022,2025-11-07 10:08:00,224909/37,7,-117.0,117.0,0.0,0,0.0,19369,251233,439384,45,True,2025-11-07 10:08:03.560,1.0,0.0,59.0,Cakes Scones Muffins,MUFFIN SPINACH FETA,None,meal 
1171029,2025-11-07 10:11:00,224910/42,7,-305.0,305.0,0.0,0,0.0,19369,251235,439386,45,True,2025-11-07 10:11:35.480,1.0,0.0,59.0,Breakfast,BREAKFAST,single,avo and toast
