Model,Gender_Match_%,Age_Exact_Match_%,Age_Combined_Match_%,Age_Gender_Combined_Exact_%,Overall_Match_%,Avg_Revenue
combined_dates_final,88.48920863309353,18.992805755395683,51.65467625899281,18.27338129496403,46.47482014388489,57.54027419762266
combined_dates_vit_final,88.48920863309353,16.834532374100718,61.294964028776974,14.244604316546763,54.67625899280576,57.54027419762266
